channel_id,title,category,query,country,subscriber_count,roster_entry,promoted
UC4BXJoK37m9ZFbOfcZwgZ0w,Traveller Mini Vlog - Sri Lanka 🌊💙,People & Blogs,Sri Lanka vlog,,42,travellerminivlogs,False
UCLX_fPa06Kvk32tpcQmCBiA,UK Vlog Sri Lanka,People & Blogs,Sri Lanka vlog,GB,3200,hemanthathalapitigodavlog,False
UC2VxdMY2G0Qab-nI4ufkBUA,Srilanka Vlog,People & Blogs,Sri Lanka vlog,LK,37,srilankavlog,True
UCPj9Pb6SMGNVjRnLX19wthw,RASI VLOGS,People & Blogs,Sri Lanka vlog,LK,116,rasivlogs-h6w,True
UCR4TNhT3Bers8lIfmIucY7Q,SK VLOG,People & Blogs,Sri Lanka vlog,IN,208000,skvlog4735,False
UCEu3EhYF3HsY9ZSGYfpFo2w,Dinuki Vlogs,People & Blogs,Sri Lanka daily vlog,LK,20,dinukivlogs,True
UC3PcW3V1ZBODXHtoNJKNgSw,Cutie’s vlogs,People & Blogs,Sri Lanka daily vlog,,151,cutiesvlogs-bz3rd,False
UCatZcG-Y8eowAa6S_PsWSCg,Shimmie Vlogs ,People & Blogs,Sri Lanka daily vlog,LK,126,shimmievlogs,True
UCgsjg9y2aB9em4La23qimLA,Kavindya Pathirana,People & Blogs,Sri Lanka daily vlog,,25300,kavindya_yt,False
UCo51bjbXU1YxOkv7EIlTi1g,SL VLOG,People & Blogs,Sri Lanka daily vlog,IT,361000,slvlog,False
UCKVIb-z8Y4uqG07--sfhbQA,VlogLife with Himaya,People & Blogs,Sri Lanka daily vlog,,4670,vloglifewithhimaya,False
UCVwEHCzHFsn8_5LhjMFqSiA,Happy Life with wathsala,People & Blogs,Sri Lanka daily vlog,LK,8210,vathsalathennakoon.s,True
UCxrHvkCmzgTcHnLAlWezg-Q,Suus Daily Vlogs,People & Blogs,Sri Lanka daily vlog,,257,orchidgarden-i5n,False
UCMTUdyDebV02ruOdZlcS4Dw,Pradeep  Vlog (Travel / Wildlife / Daily),People & Blogs,Sri Lanka daily vlog,LK,809,alldaykeepitup5991,True
UCIvkyLelNLPGO5GIYCcrTxQ,Sejal Gaba Vlogs,People & Blogs,Sri Lanka daily vlog,,6940000,sejalgabavlogs,False
UCxSH_l2EKLPUB-HOjlZRabw,Hansi Vlog 🐼🤍,People & Blogs,Sri Lanka daily vlog,LK,12800,hansivlogssl4852,True
UCgT_73E16o66cp85mAYZUCA,Charu Vlogs,People & Blogs,Sri Lanka daily vlog,,793000,charuvlogs2111,False
UCw_2KqLF3FEIEcvQTiBf4lw,Sadi Suba's Vlogs 🖤🌜,People & Blogs,Sri Lanka daily vlog,,7210,life-with-sadi,False
UC-t7Vw_L9ORj7gvyGUOaeSg,SL fathima's life style,People & Blogs,Sri Lanka daily vlog,LK,164000,slfathimaslifestyle,True
UCtet32se3xHh9R_ZovU6F4w,Leti Vlogs ,People & Blogs,Sri Lanka daily vlog,,4,letivlogs03,False
UCkTNpr33FS4pvFrT0x7j_7g,Amalni🐽🤍,People & Blogs,Sri Lanka daily vlog,,24400,amalniweerawickrama,False
UCCifgw5heieu3rESMxs_oRQ,SUHAIL - VLOGGER,People & Blogs,Sri Lanka daily vlog,IN,2660000,suhailvlogger,False
UCmRlLc4sxEf65HiJU7Wrw9Q,Anithasampath Vlogs,People & Blogs,Sri Lanka daily vlog,IN,2100000,anithasampathvlogs,False
UCtVDQNGBmS8DTP5fPzM_GmQ,Poorna - The nature girl,People & Blogs,Sri Lanka daily vlog,GB,1910000,poornathenaturegirl,False
UCWsZFHQD8Xh8bKvxREzdsVw,Tera Trigun Vlogs,People & Blogs,Sri Lanka daily vlog,,2380000,teratrigunvlogs,False
UCnDfXvGP0ukwuRp38EL_mTQ,Lankan in Melbourne,People & Blogs,Sri Lanka daily vlog,AU,256000,lankaninmelbourne,False
UCqI6Qqvqpn-SD6NyeRrGEkg,Days Of Natiy 💐🎀,People & Blogs,Sri Lanka daily vlog,,20400,nethranathali,False
UCrdRoTbNO_UgcUFLfpfwFAQ,Laki Day Vlogs,People & Blogs,Sri Lanka daily vlog,LK,156,lakidayvlogs27,True
UCykAuzg_BwBX_kfIzaPa9RA,Rithu Vlogs,People & Blogs,Sri Lanka daily vlog,,3660,rithuvlogs-l9u,False
UCOcD_2N04_XS6XgImIWcR1Q,MR. INDIAN HACKER Vlogs,People & Blogs,Sri Lanka daily vlog,IN,4660000,mrindianhackervlogs,False
UCkLA7sLLrCERBrtvBTAh_jg,Truck Life With Hashan,People & Blogs,Sri Lanka daily vlog,LK,25100,trucklifewithhashan,True
UCxXmqLKcZGhsVDaDbS0PdjQ,Chanux Vlogs,People & Blogs,Sri Lanka daily vlog,LK,48,chanuxvlogs7076,True
UC9ydRoXpQVhwb3sM7VY8xNg,SL 🇱🇰 Hismas Vlog,People & Blogs,Sri Lanka daily vlog,LK,70,slhismasvlog,True
UCKcM7k794WST-IRv1-lhiZg,Sangeeth Dini Vlogs,People & Blogs,Sri Lanka daily vlog,LK,748000,sangeethdinivlogs,True
UCAWi8P1qOwYNKAmc7v9l5Cw,Dasun Vlog,People & Blogs,Sri Lanka daily vlog,,384,dasun_vlog,False
UCFR0f22_j0nAbM4KSboSRoQ,HIRU VLOG,People & Blogs,Sri Lanka daily vlog,LK,266,chamodya_hirunada,True
UCGUyYpOkxJ3ZQKXKgoLo49Q,Travel in Europe(Norway Home),People & Blogs,Sri Lanka daily vlog,NO,196000,travelineurope,False
UCqheHQifQ6fdY_A9PCY5y3A,Who’s NERA ?,People & Blogs,Sri Lanka daily vlog,LK,96900,nera_99,True
UCPHLNkCri7sfGt4IP2tUYfA,Minoli Disanayaka,People & Blogs,Sri Lanka daily vlog,,134000,minolidisanayaka,False
UCNlNcQkZIUIuxvZBFM4MnWA,with hiru,People & Blogs,Sri Lanka daily vlog,,180000,with_hiru,False
UCXa0RSFUi_KZ5Puoi2Z4e4w,Rasho vlogs 🌷,People & Blogs,Sri Lanka daily vlog,,2630,rashovlogs2386,False
UCAqSq3iNGYSbw9mSFzVIANQ,Kajan Vlogs,People & Blogs,Sri Lanka daily vlog,LK,170000,kajanvlogs,True
UCZQmoW-xsgVqtTjupYvu3aQ,Malee vlogs,People & Blogs,Sri Lanka daily vlog,LK,176000,maleevlogs,True
UCEHs7ymn9hxSJMHLlcFLj0w,Travel Today,People & Blogs,Sri Lanka daily vlog,LK,454000,traveltodaysl,True
UCi8hLRJpsGF_7AoIvQiR06w, Day vlogs with Dinagi 🍀🍀,People & Blogs,Sri Lanka daily vlog,,103,nimalisilva-e5j,False
UCLg9v-LI1lF-i1X94XUW6Nw,Dewhari Diaries | Vlogs 🌸 ,People & Blogs,Sri Lanka daily vlog,,290,withdewhari,False
UCW8twfg99GaSQj6wJrM25lA,SL daily vlogs,People & Blogs,Sri Lanka daily vlog,,14,infinity1-g9o,False
UCB6tVmll-6XbKyS3fq8P4MA,pisssulanthaya,Comedy,Sri Lanka comedy sinhala,LK,0,pisssulanthaya,True
UCwu2-m6rUdk7s7DkxfAX8Ng,Sinhala Funny Meme,Comedy,Sri Lanka comedy sinhala,LK,638,sinhalafunnymeme,True
UCiPssoHLvUfNEXLEhZ29rXg,Nithu Comedy ,Comedy,Sri Lanka comedy sinhala,LK,10,nithucomedy,True
UCSLQ5eH_suWb8TOdNcZRMjw,Comedy Double SL😇😇,Comedy,Sri Lanka comedy sinhala,LK,5,comedydouble1989,True
UC5IDHX2sg9Hg_FPkXGUj_gw,Meanwhile in SL,Comedy,Sri Lanka comedy sinhala,LK,618000,meanwhileinsl,True
UCf_7r2X9e6sMXzQuxZvjiQA,Jana Ranga Sabahawa Official 🎭,Comedy,Sri Lanka comedy sinhala,,327,janarangasabhawa,False
UCU-7btL2vPuftSowUeSLXwA,comedy Blast,Comedy,Sri Lanka comedy sinhala,,4,comedy-h6r-k3n,False
UChjjQEg9N3ySQae_eGitULg,Ranjan Ramanayake,Comedy,Sri Lanka comedy sinhala,LK,625000,ranjanramanayakesl,True
UCkjcwbJJld7G6dCnfgl6qDA,Pani Comedy,Comedy,Sri Lanka comedy sinhala,LK,2750,panicomedy-s1u,True
UClfq6WEgQm3MG6b30xJhX3g,Comedy Land,Comedy,Sri Lanka comedy sinhala,LK,59400,comedyland573,True
UCaARZrt3O5Qu_Oj0oYMFU_A,HA  HA  LANKA  (හා හා ලංකා ),Comedy,Sri Lanka comedy sinhala,,138,hahalanka-u4s,False
UC4u1g0CCUxvU8-LacEFjNbg,Sinhala Meme Sound Effects,Comedy,Sri Lanka comedy sinhala,LK,10900,sinhalamemesoundeffects,True
UCEuS493FuYJu_jGLfEjksUQ,අලගෙඩියා - Alagediya,Comedy,Sri Lanka comedy sinhala,LK,1,අලගෙඩය-alagediya,True
UC1BSMzeIFCVLaTI2-l8mJbw,B2VSriLanka,Comedy,Sri Lanka comedy sinhala,LK,47000,b2vsrilanka,True
UCeBl9tHpIdmkgw28ksDcksw,Sinhala Comedy Hub,Comedy,Sri Lanka comedy sinhala,LK,10,sinhalacomedyhub,True
UCjz9B_xJcbrPbF_l0yScfLA,ai boy sri lanka,Comedy,Sri Lanka comedy sinhala,,14,tishalshakya,False
UC2j-6QTCiOxps6c9Ddfxa0w,Sinhala Comedy Club,Comedy,Sri Lanka comedy sinhala,CA,113000,sinhalacomedyclub,False
UC9ha-NB-YEcR7w_7NwY27eQ,SL comedy SHORTz,Comedy,Sri Lanka comedy sinhala,,6,siril12-e,False
UC86sU6a8ChHViy7d5A572XA,Sinhala Comedy,Comedy,Sri Lanka comedy sinhala,LK,2,sinhalacomedya,True
UCZ15AWyHjVSCJeO23w2XeFQ,සොමි ලංකා - Somi Lanka,Comedy,Sri Lanka comedy sinhala,LK,8450,somilanka-v2p,True
UC1ySZNkW3MXd56ZtV8-fz_A,Lanka AI Comedy,Comedy,Sri Lanka comedy sinhala,LK,11,lankaaicomedy,True
UCsFgtHMZvAMQEB5zCevTShg,කටු චූටි | Katu Chooty ,Comedy,Sri Lanka comedy sinhala,LK,56,katuchooty,True
UCXhlGsKYnxqX9TpH09ag1Cw,Bagadi Production - Sinhala Comedy ,Comedy,Sri Lanka comedy sinhala,LK,5050,bagadiproduction,True
UCgGWyBs51NVNDxP-tXEhlZw,Comedy lanka,Comedy,Sri Lanka comedy sinhala,LK,1380,comedylanka123,True
UCUWhnu7bh2ECcMKi0wG-pew,Sri lankan memes ආතල් ,Comedy,Sri Lanka comedy sinhala,LK,63,srilankanmemesආතල,True
UCYexbZ1rWNtHaUWenQvdHJA,FUNGUZ,Comedy,Sri Lanka comedy sinhala,LK,53400,funguz-1995,True
UCqP38pHJ4mWb4hmfRpmBcIg,AI Comedy Sri Lanka,Comedy,Sri Lanka comedy sinhala,,0,aicomedysrilanka,False
UCCtVnTTW7GsgJ8D33k4KbkA,SL Comedy Club,Comedy,Sri Lanka comedy sinhala,LK,34,slcomedyclub,True
UCOggaJxOBWoBj4GP_3n-a5A,MASTER ටොනියා,Comedy,Sri Lanka comedy sinhala,,119,mastertonnya,False
UCXIS2lijUruCqWeRQKQKCSw,Hello Hello,Comedy,Sri Lanka comedy sinhala,LK,134000,hellohellosrilanka,True
UCfaVyjdw7ZYCqLY3D2lVBfw,Sri Lanka - Sinhala Gossip Videos,Comedy,Sri Lanka comedy sinhala,,322,srilanka-sinhalagossipvide8098,False
UC5IxEcbW-cbhLOAKg7UQsyA,Lanka funny TV,Comedy,Sri Lanka comedy sinhala,LK,578,lkfunnytvig,True
UCuhUJUnaaiEf0-8aK2qwN_Q,Funny Video,Comedy,Sri Lanka comedy sinhala,,37400,funnyvideo-y5s5k,False
UCAuFvw-CUKv3yNoLw3LtJvg,LOL LANKA,Comedy,Sri Lanka comedy sinhala,,159,heylollanka,False
UCOcVy09yuWmrbZnm_flr18A,Dilip Kanakarathna,Comedy,Sri Lanka comedy sinhala,,296000,dilipthejana,False
UCh3MHrepNNU7gNTcbiFzStQ,Masha Hitz,Comedy,Sri Lanka comedy sinhala,LK,104000,mashahitz,True
UCOje-ElpruRxg2XWnWwue7w,LankaTVchannel1,Comedy,Sri Lanka comedy sinhala,LK,7420,lankatvchannel1,True
UCjJX7KqcqOBFwIGSI4dYwjA,killaadi podiyan,Comedy,Sri Lanka comedy sinhala,,274,abdulsukkoorameerdeen2903,False
UCuEZ-eErexjsebY3d7UUh6w,Mangus Tube,Comedy,Sri Lanka comedy sinhala,,131000,mangustube,False
UCYjI9pFri3cWf6mEI7O_VbA,නදී-මනී | Nadee-Manee,Comedy,Sri Lanka comedy sinhala,,7,nadeemanee,False
UCgPL5V2N_KEDSyWvMwHt2nw,VIDU,Comedy,Sri Lanka comedy sinhala,LK,475000,vidu_roasting,True
UCosifsD2B8zG_XK8cZaJBpA,Sinhala comedy,Comedy,Sri Lanka comedy sinhala,LK,146,sinhalacomedy6611,True
UCBYLGKCYp3Rif2-b4pavuFQ,රිලානන්ද TV,Comedy,Sri Lanka comedy sinhala,LK,169,රලනනදtv,True
UCTnx__S9s_zFVrC-Fitk7aw,Sinhala Jokes,Comedy,Sri Lanka comedy sinhala,LK,30,sinhalacomedy,True
UCat-QLobuLwgGBFUEmDYNpg,Sri Lanka Funny Video,Comedy,Sri Lanka funny,,7,srilankafunnyvideo1404,False
UC7bgn4zfZzuw5-MihWRgvaA,Funny World Sri Lanka Tik Tok,Comedy,Sri Lanka funny,LK,1,funnyworldsrilankatiktok2338,True
UCrsuzhpCrYUMxGOpLH2ANRQ,FUN CLUB SRI LANKA,Comedy,Sri Lanka funny,,64,funclubsrilanka,False
UCu_iE9OvejVLAJONLcmjqcg,Sri lanka Funny video,Comedy,Sri Lanka funny,,0,srilankafunnyvideo2703,False
UC79dbdxYb1d_3CwZRMUAc1A,The Voice teen sri lanka funny moments,Comedy,Sri Lanka funny,,3,thevoiceteensrilankafunnym6128,False
UCM-v6DNa_ULbtedKaElZxSw,Mr D Sri Lanka,Comedy,Sri Lanka funny,,1420,mrd.srilanka,False
UCOPqjdQOIF6faslRMEruJmA,අතල්  𝘔𝘌𝘔𝘌 𝘏𝘜𝘉 𝘚𝘙𝘐 𝘓𝘈𝘕𝘒𝘈,Comedy,Sri Lanka funny,LK,38,අතලmemehubsrilanka,True
UCXPIsa4Ttpl8_o2eBiwD-AA,sri lanka funny,Comedy,Sri Lanka funny,LK,24,suddaaaaaaaa,True
UCRyhW5Wyc8T29qmAPbeMLmQ,SRI LANKA FUNNY VIDEOS,Comedy,Sri Lanka funny,,4,srilankafunnyvideos3633,False
UCIfYRJZ7vz4p9wO_u1AwI9g,SRI LANKA MEME,Comedy,Sri Lanka funny,,8,rajanasenesh-e3b,False
UCdSHjRyz4Jh-S3TAKL7JaEQ,funny video Sri Lanka🤣☝️,Comedy,Sri Lanka funny,,2,b2knashid1,False
UC4H4KmSqTkpWz0EoTIrsiig,The Scorpion,Comedy,Sri Lanka funny,LK,17400,thescorpion69,True
UCXIrMwVgu8AfXBVmu49NE2Q,Fanny Sri Lanka,Comedy,Sri Lanka funny,,0,bcslk,False
UC311bNXCWmKWD9NijnNA63g,Tiktok Sri Lanka funny videos,Comedy,Sri Lanka funny,,5,tiktoksrilankafunnyvideos6045,False
UCVga8hUL-cDl-VoMsKo6N5Q,Funny Lanka ,Comedy,Sri Lanka funny,LK,17,funnylanka01,True
UCHkXFXiZv85kyB7t99NqDdA,Life in Sri Lanka#Funny WORLD,Comedy,Sri Lanka funny,LK,154,lifeinsrilanka-g2j,True
UCQhJBbJoA-oBvLrro4Sl53A,SRI LANKA FUNNY VIDEOS CHANNEL,Comedy,Sri Lanka funny,,13,srilankafunnyvideoschannel8180,False
UCLUj4rhnM1CTio9dwMYSejw,FUNNY SRI LANKA ,Comedy,Sri Lanka funny,LK,3,funny_sri_lanka,True
UCFQywvxGRuwHrAnkpMJ0fyQ,Funny Content Sri Lanka,Comedy,Sri Lanka funny,,38,funnycontentsrilanka,False
UCtUFsP7EByenzqvzoyfowfA,The funny Television Sri - Lanka,Comedy,Sri Lanka funny,,63,thefunnytelevisionsri-lank3476,False
UC-iSLVqcVvsNncLbS0rFO5g,Funny Sri Lanka,Comedy,Sri Lanka funny,US,0,funnysrilanka1461,False
UCpU4V1RuY6lMc82ZmtupE2Q,Eric & Mani,Comedy,Sri Lanka funny,US,969000,ericheinrichs,False
UCI_XjoxaBFrbioOBmk3dpCQ,Sri Lanka Funny Video Hub,Comedy,Sri Lanka funny,,1,srilankafunnyvideohub,False
UCGTo1QWRcnnWXL6315kkuPQ,Sri Lanka Gossip & Funny,Comedy,Sri Lanka funny,US,5,srilankagossipfunny1165,False
UC56DfXExR3G9tyG41o0vUNA,Funny world Sri Lanka,Comedy,Sri Lanka funny,,18,funnyworldsrilanka2704,False
UCJVVJ5pZyCRNV3AZOIuJf6w,Hamilton,Comedy,Sri Lanka funny,LK,137000,hamilton69,True
UCDKnzkS4TyUKVc-vpLMMSDQ,funny sri lanka,Comedy,Sri Lanka funny,LK,125,funnysrilanka99,True
UCdtJP_S1NBoA4zzFMbUdKmQ,sri lanka funny tik tok,Comedy,Sri Lanka funny,,0,srilankafunnytiktok4963,False
UCrWPzTW4EjXNQGcCkCfOvog,Sri Lanka's Got Talent,Comedy,Sri Lanka funny,LK,261000,slgtofficial,True
UCyNTLLULcDBe-Ax-Vy5MHFA,Sri Lanka funny ,Comedy,Sri Lanka funny,,22,srilankafunny-iy4qh,False
UCEbwJysxk2lOrOadgMQOxTQ,funny videos sri lanka ,Comedy,Sri Lanka funny,,0,himashapriyadarshana,False
UCLiztpFcuNEUPoG2ob6a2uA,SRI LANKA FUNNY VIDEOS,Comedy,Sri Lanka funny,AU,342,srilankafunnyvideos,False
UCm_SSEMUJLyMMDf30LzM0GA,Lanka Funny Videos,Comedy,Sri Lanka funny,,1330,lankafunnyvideos2315,False
UCiRX8rIO5w5lGpw0xXE51jw,Funny Sri Lanka,Comedy,Sri Lanka funny,,0,funnysrilanka-memes,False
UCu2-0ZWTQjrjRHHXYbaHa3w,Sri Lanka Funny,Comedy,Sri Lanka funny,,3,srilankafunny5146,False
UCpryfIP2y8G0JFK0vMii5cg,FunFlix Lanka,Comedy,Sri Lanka funny,,1,funflixlanka,False
UCETFcCNsjDOzM_4839zE5EQ,Sri lanka funny vidiyos ,Comedy,Sri Lanka funny,,1,srilankafunnyvidiyos,False
UC1lj4aqnUOUyXSbeN0FHuhw,Funny Lanka,Comedy,Sri Lanka funny,,9,funnylanka_yt,False
UCGRcGg4t8Q3iMit9hbQg7WA,Chill Lanka,Comedy,Sri Lanka funny,LK,15,chilllanka-m3n,True
UCOSlTO8n_NCYF2Fw9IxxlEA,@Funny sri lanka,Comedy,Sri Lanka funny,,0,funnysrilanka-xc1ks,False
UCioXrNKJmGBJGR0ilJhRDag,Funny Sri Lanka,Comedy,Sri Lanka funny,LK,1,funnysrilanka247,True
UC_BVLLQaWWIBQKwtqFcr_vw,BEST FUNNY TIK TOK SRI LANKA,Comedy,Sri Lanka funny,US,2,bestfunnytiktoksrilanka2275,False
UCkVbb15N6sp5SryO7prYixA,Funny videos Sri Lanka,Comedy,Sri Lanka funny,LK,37,funnyvideossrilanka580,True
UCFRwOpIwDtvvGme0tKvPJyA,Funny sri lanka,Comedy,Sri Lanka funny,LK,2,sithija-g5y,True
UCauXKMeE3SW4Sm6LVvC8eaw,NAGLE ENTERTAINMENT,Entertainment,Sri Lanka entertainment,IN,411,tibts,False
UCxUaYBTmKLpsziwQVMytY6g,Singhe Entertainment,Entertainment,Sri Lanka entertainment,LK,36800,singhe_entertainment,True
UCcvHRtOYC9ZNaMTCCo53iqw,Movie News Sri Lanka,Entertainment,Sri Lanka entertainment,,51200,movienews-srilanka,False
UCt_Hj_EozsfqDjJtH1nroMA,StepUp Entertainment,Entertainment,Sri Lanka entertainment,,1230,stepupentertainment3047,False
UCv6i_DulDqUdCHhqhwCIFbQ,Showtown Entertainment,Entertainment,Sri Lanka entertainment,,6450,showtownent,False
UCcspHoBTj_aLhnJLwkMpWHQ,Hiru TV Sri Lanka,Entertainment,Sri Lanka entertainment,LK,870000,hirutvsrilanka0,True
UCdCKUb2qzd7nxVqqg2LJhfQ,Sri Lanka Entertainment,Entertainment,Sri Lanka entertainment,,1,srilankaentertainment610,False
UCk6PiraWxQbeBL1ytayDvRg,Sri lanka Entertainment,Entertainment,Sri Lanka entertainment,,8,srilankaentertainment1016,False
UCn7Gg6aYdxwdO4KE_Wbu3lQ,ELEGANT EVENTS ENTERTAINMENT,Entertainment,Sri Lanka entertainment,US,808,eleganteventsentertainment5838,False
UC_q4jmKoF4FfB43jwAqpm2Q,Skylark Entertainment,Entertainment,Sri Lanka entertainment,LK,440,skylarkbandsl,True
UCutmrRvwb1ec4FmYIXb7odg,Sri lanka Entertainment,Entertainment,Sri Lanka entertainment,,2,srilankaentertainment401,False
UCiAlcS7ZQ1S2EVfQurwHNeQ,Fusion Entertainment,Entertainment,Sri Lanka entertainment,US,197000,fusionentertainmentsrilanka,False
UCjnltM-l0BRyM0b8cGkxMfQ,M Plus Entertainment,Entertainment,Sri Lanka entertainment,LK,161000,mplus_lk,True
UCTeryK_nffN6lnRo8dTD3_g,Imagine Entertainment pvt ltd,Entertainment,Sri Lanka entertainment,LK,207,imagineentertainmentsl,True
UC-7c9Ec5rOJix7uYJ0dIrLg,Sri Lanka Entertainment,Entertainment,Sri Lanka entertainment,GB,0,srilankaentertainment2883,False
UCVtN3WEHpyEjkNReNoS0GXA,Cinemaya Entertainment,Entertainment,Sri Lanka entertainment,,5680,cinemayaentertainment,False
UCYXgAIF4A6Tm5-kzKR_UbDA,Aura Lanka Entertainment ,Entertainment,Sri Lanka entertainment,US,235000,auralankaentertainment,False
UCsBb0l44dVKTb1D3PEBQBHg,Qpoint Entertainment - Qpoint SL,Entertainment,Sri Lanka entertainment,LK,9650,qpointentertainment-qpoint3938,True
UC_6e-ANbZ69uMjNSieyJMWg,Sathees Entertainment,Entertainment,Sri Lanka entertainment,SE,129000,satheesentertainment,False
UC3B8DsQfdiZhRW1NgPLW5RA,𝗘𝗻𝘁𝗲𝗿𝘁𝗮𝗶𝗻𝗺𝗲𝗻𝘁 𝗦𝗿𝗶 𝗟𝗮𝗻𝗸𝗮,Entertainment,Sri Lanka entertainment,LK,8250,entertainmentsrilanka.official,True
UC86pHmODF9apAFq1YT_XeGQ,Sri Lanka Entertainment,Entertainment,Sri Lanka entertainment,LK,3,srilankaentertainment8951,True
UCUuFKRtJqnTVb0aFfvpvBFA,Taxi Entertainment,Entertainment,Sri Lanka entertainment,LK,41800,taxientertainment,True
UCQw3sNxbJOBqWckjqDjcSuQ,Tronic Entertainment,Entertainment,Sri Lanka entertainment,,464,tronicentertainment,False
UCqCA-n5WK8EUw4Eoahevw9Q,SHIFT Entertainment,Entertainment,Sri Lanka entertainment,LK,1270,shift_sl,True
UCfRZIEmC-swhgClHwK_Xixg,SEAWINGS  Entertainment,Entertainment,Sri Lanka entertainment,,46,musicbandseawings1822,False
UC3RYnKZCohusN6Pd-pEn9kQ,Entertainment Sri Lanka,Entertainment,Sri Lanka entertainment,,32,entertainmentsrilanka7122,False
UCJxxOxh6KlP2DWU-ZPyXgFA,Sri Lanka Entertainment,Entertainment,Sri Lanka entertainment,,14,srilankaentertainment5895,False
UClNbsv3mT4b2qGqJsWPtjtg,Extra Entertainment,Entertainment,Sri Lanka entertainment,US,9290,extraentertainment-m1r,False
UClgUjjsMd98qJ8FsND9pnDA,ZooTube Sri Lanka,Entertainment,Sri Lanka entertainment,LK,733,zootubesrilanka,True
UCtcE75FonREU0pMYwg-rIWw,Sakkarayo Entertainment,Entertainment,Sri Lanka entertainment,AF,151,sakkarayoentertainment8007,False
UCqYbN3HxOBbS83G_9DSpJBg,Prime Time Sri Lanka ,Entertainment,Sri Lanka entertainment,,25600,primetimesrilanka,False
UC12ZTj8klKOLs6vmJO_vWkQ,Anythink Podcast,Entertainment,Sri Lanka entertainment,LK,1300,anythinkpodcast,True
UC-4Y4qjojJEFKa5kVzTefSQ,Entertainment Sri Lanka HD,Entertainment,Sri Lanka entertainment,US,184,entertainmentsrilankahd,False
UCvjcP_89diqstHtrN3BNZGw,Sri Lanka Entertainment,Entertainment,Sri Lanka entertainment,SG,1230,thedpmnetwork,False
UCAu-4eWZzf4d0KDBzvSW8WA,Good Night Sri Lanka By PodHUB,Entertainment,Sri Lanka entertainment,,382,gnslonpodhub,False
UCoHTHwaazYI8cCXxNdLY44w,Prizma Entertainments,Entertainment,Sri Lanka entertainment,US,3100,prizmasl,False
UCEbTQZF9_vDOducFY8gOfag,Sirasa Catchpoint,Entertainment,Sri Lanka entertainment,LK,31800,sirasacatchpoint,True
UCu_ocDeJ-wty_Y1IiittaBA,Swara Entertainment,Entertainment,Sri Lanka entertainment,LK,643000,swaraent,True
UCZivNOQ8ZxF_ruxCbgmF--w,Leesha Entertainment,Entertainment,Sri Lanka entertainment,LK,418,leeshaentertainment,True
UCN8oI_h332XkxFBEReynQMQ,Skylu Entertainment,Entertainment,Sri Lanka entertainment,,241,skyluentertainment519,False
UCvsGfSa4Cr_XCUKml0Tf5Kw,Entertainment sri lanka,Entertainment,Sri Lanka entertainment,LK,3,lahiruprabath-m7o,True
UC0viy-e8ZpeTVoARuXpLl-g,Tantra Entertainment,Entertainment,Sri Lanka entertainment,AU,74,tantraentertainment7748,False
UC8FYRKeN-lbZaNr2qRYGSZA,Saga Entertainment,Entertainment,Sri Lanka entertainment,LK,4820,sagaentertainment,True
UCpURz8zqn3NZHe0cfzNYmcQ,Sri Lanka Entertainment Music Lovers,Entertainment,Sri Lanka entertainment,,17,srilankaentertainmentmusic3975,False
UCrrMsGXu5zIkvq4f3D34hMg,Sky Entertainment Sri Lanka,Entertainment,Sri Lanka entertainment,,13,skyentertainmentsrilanka8800,False
UCIWwramZAbndPTyFIMXWXlA,lankaglitz,Entertainment,Sri Lanka entertainment,LK,9170,lankaglitz,True
UC2T_spwjvYZerN3QGuXsBhQ,TELEDRAMA SL,Entertainment,Sri Lanka teledrama,LK,12200,teledramasl,True
UCWJpvaMY_cRnUm6GvK_89ng,Rahu Sri Lanka,Entertainment,Sri Lanka teledrama,LK,15200,rahusrilanka,True
UCPXSUKHTNc1_hnHuj-UiQWQ,Rupavahini News,Entertainment,Sri Lanka teledrama,LK,535000,rupavahini_news,True
UCn9hHwCJBKMiuch85uM6rNg,Lyca Productions Lanka,Entertainment,Sri Lanka teledrama,LK,14200,lycaproductionslanka,True
UCAGQUfHzdsgxJ1pq2XDS2TQ,ITN Network,Entertainment,Sri Lanka teledrama,LK,82600,itnnetwork,True
UCDuaezc_5fyQleDwoxwKtbg,සිංහල ටෙලිනාට්‍ය Sinhala Teledrama,Entertainment,Sri Lanka teledrama,LK,684,latestsrilanka,True
UCxPInZUzPis7B5UWJN3ZXLA,Thamath Adare Nathnam,Entertainment,Sri Lanka teledrama,LK,178000,thamathadarenathnam,True
UCPpvyKrN0dA1_D2RL8mORVA,Kolonbiya - කොළොංබියා,Entertainment,Sri Lanka teledrama,LK,214000,kolonbiyashow,True
UCs_EGe7JGaWlCFlMIPpYZGg,TeleView Plus Tv,Entertainment,Sri Lanka teledrama,LK,59500,televiewtv,True
UCS0DeHog4YaV5e87rkANmKw,ද channelTv,Entertainment,Sri Lanka teledrama,LK,1800,channeltv3191,True
UCZqQPGMiilUJLk6hDt73iig,Fahim Mawjood Productions,Entertainment,Sri Lanka teledrama,AU,175000,fahimmawjoodproductions,False
UC3TT-kt050TudOWfym4uhMQ,Rupavahini Dubbing,Entertainment,Sri Lanka teledrama,LK,197000,rupavahini_dubbing_official,True
UCimkDcW2Pq1AyMCA00-5ImA,Teledrama tv,Entertainment,Sri Lanka teledrama,,148000,teledramatvv,False
